Case,Modality,Feature Class,Feature Name,Value
HGG_Patient1,T2,original,ZonePercentage,0.19007532122286222
HGG_Patient1,T2,original,ZoneVariance,157.9901163327737
HGG_Patient1,T2,original,Busyness,0.8214610147922263
HGG_Patient1,T2,original,Coarseness,0.0032222296374627246
HGG_Patient1,T2,original,Complexity,299.40868955345934
HGG_Patient1,T2,original,Contrast,0.041039002979075305
HGG_Patient1,T2,original,Strength,0.9522340307668471
HGG_Patient2,Flair,original,Elongation,0.9010504862555435
HGG_Patient2,Flair,original,Flatness,0.5167008900744385
HGG_Patient2,Flair,original,LeastAxisLength,18.348919627625524
HGG_Patient2,Flair,original,MajorAxisLength,35.5116857355947
HGG_Patient2,Flair,original,Maximum2DDiameterColumn,43.08131845707603
HGG_Patient2,Flair,original,Maximum2DDiameterRow,45.34313619501854
HGG_Patient2,Flair,original,Maximum2DDiameterSlice,43.41658669218482
HGG_Patient2,Flair,original,Maximum3DDiameter,50.33885179461288
HGG_Patient2,Flair,original,MeshVolume,10210.208333333334
HGG_Patient2,Flair,original,MinorAxisLength,31.997821699811656
HGG_Patient2,Flair,original,Sphericity,0.3242899475396682
HGG_Patient2,Flair,original,SurfaceArea,7018.436481991044
HGG_Patient2,Flair,original,SurfaceVolumeRatio,0.6873940523895001
HGG_Patient2,Flair,original,VoxelVolume,10430.0
HGG_Patient2,Flair,original,10Percentile,191.0
HGG_Patient2,Flair,original,90Percentile,231.0
HGG_Patient2,Flair,original,Energy,464066816.0
HGG_Patient2,Flair,original,Entropy,1.5015447029603686
HGG_Patient2,Flair,original,InterquartileRange,22.0
HGG_Patient2,Flair,original,Kurtosis,13.432894458032084
HGG_Patient2,Flair,original,Maximum,252.0
HGG_Patient2,Flair,original,MeanAbsoluteDeviation,12.711582030226621
HGG_Patient2,Flair,original,Mean,210.27900287631832
HGG_Patient2,Flair,original,Median,210.0
HGG_Patient2,Flair,original,Minimum,37.0
HGG_Patient2,Flair,original,Range,215.0
HGG_Patient2,Flair,original,RobustMeanAbsoluteDeviation,9.07358299453351
HGG_Patient2,Flair,original,RootMeanSquared,210.9347356500091
HGG_Patient2,Flair,original,Skewness,-1.3425960159005768
HGG_Patient2,Flair,original,TotalEnergy,464066816.0
HGG_Patient2,Flair,original,Uniformity,0.4064595362040136
HGG_Patient2,Flair,original,Variance,276.20365308052857
HGG_Patient2,Flair,original,Autocorrelation,64.14431443108171
HGG_Patient2,Flair,original,ClusterProminence,9.760827409626327
HGG_Patient2,Flair,original,ClusterShade,-0.42666591513504926
HGG_Patient2,Flair,original,ClusterTendency,1.625214426624766
HGG_Patient2,Flair,original,Contrast,0.20751591422045773
HGG_Patient2,Flair,original,Correlation,0.7730016707243765
HGG_Patient2,Flair,original,DifferenceAverage,0.1948382998432082
HGG_Patient2,Flair,original,DifferenceEntropy,0.7153392340063331
HGG_Patient2,Flair,original,DifferenceVariance,0.1674723671694081
HGG_Patient2,Flair,original,Id,0.9040394116444082
HGG_Patient2,Flair,original,Idm,0.9036989589590815
HGG_Patient2,Flair,original,Idmn,0.9979661342592778
HGG_Patient2,Flair,original,Idn,0.9823719332948091
HGG_Patient2,Flair,original,Imc1,-0.44675824401105485
HGG_Patient2,Flair,original,Imc2,0.8474484426005287
HGG_Patient2,Flair,original,InverseVariance,0.18888770370100524
HGG_Patient2,Flair,original,JointAverage,7.986854521646937
HGG_Patient2,Flair,original,JointEnergy,0.29123671928672507
HGG_Patient2,Flair,original,JointEntropy,2.26693357381536
HGG_Patient2,Flair,original,MCC,0.7967775311416089
HGG_Patient2,Flair,original,MaximumProbability,0.4760244520287834
HGG_Patient2,Flair,original,SumAverage,15.973709043293875
HGG_Patient2,Flair,original,SumEntropy,2.0578442957766905
HGG_Patient2,Flair,original,SumSquares,0.45818258521130595
HGG_Patient2,Flair,original,DependenceEntropy,6.000101241261472
HGG_Patient2,Flair,original,DependenceNonUniformity,487.2352828379674
HGG_Patient2,Flair,original,DependenceNonUniformityNormalized,0.04671479221840531
HGG_Patient2,Flair,original,DependenceVariance,46.05711928769526
HGG_Patient2,Flair,original,GrayLevelNonUniformity,4239.372962607862
HGG_Patient2,Flair,original,GrayLevelVariance,0.5298572136390254
HGG_Patient2,Flair,original,HighGrayLevelEmphasis,63.65234899328859
HGG_Patient2,Flair,original,LargeDependenceEmphasis,354.1790987535954
HGG_Patient2,Flair,original,LargeDependenceHighGrayLevelEmphasis,22870.73058485139
HGG_Patient2,Flair,original,LargeDependenceLowGrayLevelEmphasis,5.627064248781967
HGG_Patient2,Flair,original,LowGrayLevelEmphasis,0.016786319421948675
HGG_Patient2,Flair,original,SmallDependenceEmphasis,0.020028384367373205
HGG_Patient2,Flair,original,SmallDependenceHighGrayLevelEmphasis,1.1048624432788077
HGG_Patient2,Flair,original,SmallDependenceLowGrayLevelEmphasis,0.0007465456450833653
HGG_Patient2,Flair,original,GrayLevelNonUniformity,1409.7510196314356
HGG_Patient2,Flair,original,GrayLevelNonUniformityNormalized,0.37184713074297365
HGG_Patient2,Flair,original,GrayLevelVariance,0.719571959754194
HGG_Patient2,Flair,original,HighGrayLevelRunEmphasis,62.46370799544433
HGG_Patient2,Flair,original,LongRunEmphasis,15.07313595219095
HGG_Patient2,Flair,original,LongRunHighGrayLevelEmphasis,972.7295120397732
HGG_Patient2,Flair,original,LongRunLowGrayLevelEmphasis,0.24123164669975936
HGG_Patient2,Flair,original,LowGrayLevelRunEmphasis,0.018244952472254782
HGG_Patient2,Flair,original,RunEntropy,4.178733264615657
HGG_Patient2,Flair,original,RunLengthNonUniformity,946.7773641204593
HGG_Patient2,Flair,original,RunLengthNonUniformityNormalized,0.24368604886830078
HGG_Patient2,Flair,original,RunPercentage,0.3633306291024411
HGG_Patient2,Flair,original,RunVariance,6.659064666298079
HGG_Patient2,Flair,original,ShortRunEmphasis,0.4894822051666604
HGG_Patient2,Flair,original,ShortRunHighGrayLevelEmphasis,29.93678001181091
HGG_Patient2,Flair,original,ShortRunLowGrayLevelEmphasis,0.009957622731672545
HGG_Patient2,Flair,original,GrayLevelNonUniformity,39.62765957446808
HGG_Patient2,Flair,original,GrayLevelNonUniformityNormalized,0.21078542326844726
HGG_Patient2,Flair,original,GrayLevelVariance,3.383516296966953
HGG_Patient2,Flair,original,HighGrayLevelZoneEmphasis,53.3563829787234
HGG_Patient2,Flair,original,LargeAreaEmphasis,221115.89361702127
HGG_Patient2,Flair,original,LargeAreaHighGrayLevelEmphasis,14088129.159574468
HGG_Patient2,Flair,original,LargeAreaLowGrayLevelEmphasis,3518.2106447080905
HGG_Patient2,Flair,original,LowGrayLevelZoneEmphasis,0.04412984204714194
HGG_Patient2,Flair,original,SizeZoneNonUniformity,66.42553191489361
HGG_Patient2,Flair,original,SizeZoneNonUniformityNormalized,0.3533272974196469
HGG_Patient2,Flair,original,SmallAreaEmphasis,0.6171906240981792
HGG_Patient2,Flair,original,SmallAreaHighGrayLevelEmphasis,30.743618343090887
HGG_Patient2,Flair,original,SmallAreaLowGrayLevelEmphasis,0.031138488696068393
HGG_Patient2,Flair,original,ZoneEntropy,4.603721216262004
HGG_Patient2,Flair,original,ZonePercentage,0.018024928092042185
HGG_Patient2,Flair,original,ZoneVariance,218038.00486645545
HGG_Patient2,Flair,original,Busyness,5.920966277015515
HGG_Patient2,Flair,original,Coarseness,0.0013829772148673536
HGG_Patient2,Flair,original,Complexity,11.105946371936112
HGG_Patient2,Flair,original,Contrast,0.0022344938936872502
HGG_Patient2,Flair,original,Strength,0.1491186844048439
HGG_Patient2,T1,original,Elongation,0.9010504862555435
HGG_Patient2,T1,original,Flatness,0.5167008900744385
HGG_Patient2,T1,original,LeastAxisLength,18.348919627625524
HGG_Patient2,T1,original,MajorAxisLength,35.5116857355947
HGG_Patient2,T1,original,Maximum2DDiameterColumn,43.08131845707603
HGG_Patient2,T1,original,Maximum2DDiameterRow,45.34313619501854
HGG_Patient2,T1,original,Maximum2DDiameterSlice,43.41658669218482
HGG_Patient2,T1,original,Maximum3DDiameter,50.33885179461288
HGG_Patient2,T1,original,MeshVolume,10210.208333333334
HGG_Patient2,T1,original,MinorAxisLength,31.997821699811656
HGG_Patient2,T1,original,Sphericity,0.3242899475396682
HGG_Patient2,T1,original,SurfaceArea,7018.436481991044
HGG_Patient2,T1,original,SurfaceVolumeRatio,0.6873940523895001
HGG_Patient2,T1,original,VoxelVolume,10430.0
HGG_Patient2,T1,original,10Percentile,263.0
HGG_Patient2,T1,original,90Percentile,337.0
HGG_Patient2,T1,original,Energy,949932055.0
HGG_Patient2,T1,original,Entropy,2.267384904695971
HGG_Patient2,T1,original,InterquartileRange,42.0
HGG_Patient2,T1,original,Kurtosis,7.657680062626287
HGG_Patient2,T1,original,Maximum,404.0
HGG_Patient2,T1,original,MeanAbsoluteDeviation,23.462556347434244
HGG_Patient2,T1,original,Mean,300.34141898370086
HGG_Patient2,T1,original,Median,300.0
HGG_Patient2,T1,original,Minimum,0.0
HGG_Patient2,T1,original,Range,404.0
HGG_Patient2,T1,original,RobustMeanAbsoluteDeviation,17.447529176252576
HGG_Patient2,T1,original,RootMeanSquared,301.7894942662396
HGG_Patient2,T1,original,Skewness,-0.5720748800729625
HGG_Patient2,T1,original,TotalEnergy,949932055.0
HGG_Patient2,T1,original,Uniformity,0.23479620792959313
HGG_Patient2,T1,original,Variance,871.930892329726
HGG_Patient2,T1,original,Autocorrelation,160.55436987629326
HGG_Patient2,T1,original,ClusterProminence,76.11478878176204
HGG_Patient2,T1,original,ClusterShade,-0.3169169794492298
HGG_Patient2,T1,original,ClusterTendency,4.92831081377266
HGG_Patient2,T1,original,Contrast,0.4939209720972212
HGG_Patient2,T1,original,Correlation,0.8178269441109437
HGG_Patient2,T1,original,DifferenceAverage,0.40329214569382976
HGG_Patient2,T1,original,DifferenceEntropy,1.0673347440814778
HGG_Patient2,T1,original,DifferenceVariance,0.3249478494564514
HGG_Patient2,T1,original,Id,0.8082220661102488
HGG_Patient2,T1,original,Idm,0.8056117929048203
HGG_Patient2,T1,original,Idmn,0.9983288682201995
HGG_Patient2,T1,original,Idn,0.9778297111041039
HGG_Patient2,T1,original,Imc1,-0.39489499548789914
HGG_Patient2,T1,original,Imc2,0.9041927505236645
HGG_Patient2,T1,original,InverseVariance,0.3610176162400546
HGG_Patient2,T1,original,JointAverage,12.627177319148302
HGG_Patient2,T1,original,JointEnergy,0.11296113808535435
HGG_Patient2,T1,original,JointEntropy,3.5655258123501863
HGG_Patient2,T1,original,MCC,0.8606518782019738
HGG_Patient2,T1,original,MaximumProbability,0.18795747535370833
HGG_Patient2,T1,original,SumAverage,25.254354638296604
HGG_Patient2,T1,original,SumEntropy,3.0722890266837117
HGG_Patient2,T1,original,SumSquares,1.3555579464674699
HGG_Patient2,T1,original,DependenceEntropy,6.729501243747526
HGG_Patient2,T1,original,DependenceNonUniformity,482.1000958772771
HGG_Patient2,T1,original,DependenceNonUniformityNormalized,0.046222444475290225
HGG_Patient2,T1,original,DependenceVariance,34.976126797009506
HGG_Patient2,T1,original,GrayLevelNonUniformity,2448.9244487056567
HGG_Patient2,T1,original,GrayLevelVariance,1.485703631662115
HGG_Patient2,T1,original,HighGrayLevelEmphasis,158.57094918504313
HGG_Patient2,T1,original,LargeDependenceEmphasis,225.1463087248322
HGG_Patient2,T1,original,LargeDependenceHighGrayLevelEmphasis,35650.919942473636
HGG_Patient2,T1,original,LargeDependenceLowGrayLevelEmphasis,1.4682911396457667
HGG_Patient2,T1,original,LowGrayLevelEmphasis,0.0068675819087547114
HGG_Patient2,T1,original,SmallDependenceEmphasis,0.026073272657172138
HGG_Patient2,T1,original,SmallDependenceHighGrayLevelEmphasis,3.5448978275153107
HGG_Patient2,T1,original,SmallDependenceLowGrayLevelEmphasis,0.0005192759125612178
HGG_Patient2,T1,original,GrayLevelNonUniformity,1212.6158788200523
HGG_Patient2,T1,original,GrayLevelNonUniformityNormalized,0.22872989643156347
HGG_Patient2,T1,original,GrayLevelVariance,1.713716256153492
HGG_Patient2,T1,original,HighGrayLevelRunEmphasis,158.13877871336837
HGG_Patient2,T1,original,LongRunEmphasis,6.54662417128146
HGG_Patient2,T1,original,LongRunHighGrayLevelEmphasis,1037.8791418052197
HGG_Patient2,T1,original,LongRunLowGrayLevelEmphasis,0.0433377358788181
HGG_Patient2,T1,original,LowGrayLevelRunEmphasis,0.007247378874854712
HGG_Patient2,T1,original,RunEntropy,4.2884973694837125
HGG_Patient2,T1,original,RunLengthNonUniformity,1926.170251244182
HGG_Patient2,T1,original,RunLengthNonUniformityNormalized,0.35384035275932957
HGG_Patient2,T1,original,RunPercentage,0.5080684416254887
HGG_Patient2,T1,original,RunVariance,2.3258346744307317
HGG_Patient2,T1,original,ShortRunEmphasis,0.6010100483857905
HGG_Patient2,T1,original,ShortRunHighGrayLevelEmphasis,94.44664727838492
HGG_Patient2,T1,original,ShortRunLowGrayLevelEmphasis,0.004663736190450361
HGG_Patient2,T1,original,GrayLevelNonUniformity,36.411764705882355
HGG_Patient2,T1,original,GrayLevelNonUniformityNormalized,0.15299060800790903
HGG_Patient2,T1,original,GrayLevelVariance,5.986529906080079
HGG_Patient2,T1,original,HighGrayLevelZoneEmphasis,127.6344537815126
HGG_Patient2,T1,original,LargeAreaEmphasis,92852.86554621848
HGG_Patient2,T1,original,LargeAreaHighGrayLevelEmphasis,14800730.222689075
HGG_Patient2,T1,original,LargeAreaLowGrayLevelEmphasis,593.8506680698789
HGG_Patient2,T1,original,LowGrayLevelZoneEmphasis,0.022452422521736282
HGG_Patient2,T1,original,SizeZoneNonUniformity,67.01680672268908
HGG_Patient2,T1,original,SizeZoneNonUniformityNormalized,0.2815832215239037
HGG_Patient2,T1,original,SmallAreaEmphasis,0.5439007645427978
HGG_Patient2,T1,original,SmallAreaHighGrayLevelEmphasis,63.61430832123225
HGG_Patient2,T1,original,SmallAreaLowGrayLevelEmphasis,0.018505676075060633
HGG_Patient2,T1,original,ZoneEntropy,5.271096692217871
HGG_Patient2,T1,original,ZonePercentage,0.022818791946308724
HGG_Patient2,T1,original,ZoneVariance,90932.36381611467
HGG_Patient2,T1,original,Busyness,2.3592283965756087
HGG_Patient2,T1,original,Coarseness,0.0013944105932019333
HGG_Patient2,T1,original,Complexity,44.423655253210725
HGG_Patient2,T1,original,Contrast,0.0038907072122769185
HGG_Patient2,T1,original,Strength,0.3252694305236813
HGG_Patient2,T1CE,original,Elongation,0.9010504862555435
HGG_Patient2,T1CE,original,Flatness,0.5167008900744385
HGG_Patient2,T1CE,original,LeastAxisLength,18.348919627625524
HGG_Patient2,T1CE,original,MajorAxisLength,35.5116857355947
HGG_Patient2,T1CE,original,Maximum2DDiameterColumn,43.08131845707603
HGG_Patient2,T1CE,original,Maximum2DDiameterRow,45.34313619501854
HGG_Patient2,T1CE,original,Maximum2DDiameterSlice,43.41658669218482
HGG_Patient2,T1CE,original,Maximum3DDiameter,50.33885179461288
HGG_Patient2,T1CE,original,MeshVolume,10210.208333333334
HGG_Patient2,T1CE,original,MinorAxisLength,31.997821699811656
HGG_Patient2,T1CE,original,Sphericity,0.3242899475396682
HGG_Patient2,T1CE,original,SurfaceArea,7018.436481991044
HGG_Patient2,T1CE,original,SurfaceVolumeRatio,0.6873940523895001
HGG_Patient2,T1CE,original,VoxelVolume,10430.0
HGG_Patient2,T1CE,original,10Percentile,36.0
HGG_Patient2,T1CE,original,90Percentile,60.0
HGG_Patient2,T1CE,original,Energy,24247965.0
HGG_Patient2,T1CE,original,Entropy,1.0251830707239769
HGG_Patient2,T1CE,original,InterquartileRange,13.0
HGG_Patient2,T1CE,original,Kurtosis,3.916865618338587
HGG_Patient2,T1CE,original,Maximum,101.0
HGG_Patient2,T1CE,original,MeanAbsoluteDeviation,7.5574121776092085
HGG_Patient2,T1CE,original,Mean,47.25723873441994
HGG_Patient2,T1CE,original,Median,46.0
HGG_Patient2,T1CE,original,Minimum,1.0
HGG_Patient2,T1CE,original,Range,100.0
HGG_Patient2,T1CE,original,RobustMeanAbsoluteDeviation,5.460584431506354
HGG_Patient2,T1CE,original,RootMeanSquared,48.21647912343251
HGG_Patient2,T1CE,original,Skewness,0.6903391809160747
HGG_Patient2,T1CE,original,TotalEnergy,24247965.0
HGG_Patient2,T1CE,original,Uniformity,0.5284078396909866
HGG_Patient2,T1CE,original,Variance,91.5822462584421
HGG_Patient2,T1CE,original,Autocorrelation,5.303917830327762
HGG_Patient2,T1CE,original,ClusterProminence,0.9827646338295288
HGG_Patient2,T1CE,original,ClusterShade,0.4545569670464908
HGG_Patient2,T1CE,original,ClusterTendency,0.6003726400303894
HGG_Patient2,T1CE,original,Contrast,0.2518356104659421
HGG_Patient2,T1CE,original,Correlation,0.4079419509788694
HGG_Patient2,T1CE,original,DifferenceAverage,0.24804243283382318
HGG_Patient2,T1CE,original,DifferenceEntropy,0.8181543736911312
HGG_Patient2,T1CE,original,DifferenceVariance,0.18956889479261124
HGG_Patient2,T1CE,original,Id,0.8766109798551083
HGG_Patient2,T1CE,original,Idm,0.8763581013463004
HGG_Patient2,T1CE,original,Idmn,0.9903441994194698
HGG_Patient2,T1CE,original,Idn,0.9587499082808418
HGG_Patient2,T1CE,original,Imc1,-0.13304090204427724
HGG_Patient2,T1CE,original,Imc2,0.45215375435210264
HGG_Patient2,T1CE,original,InverseVariance,0.24472340240571916
HGG_Patient2,T1CE,original,JointAverage,2.2840166462031672
HGG_Patient2,T1CE,original,JointEnergy,0.4100978190611097
HGG_Patient2,T1CE,original,JointEntropy,1.6752626573745688
HGG_Patient2,T1CE,original,MCC,0.4103913009559116
HGG_Patient2,T1CE,original,MaximumProbability,0.5972905276510866
HGG_Patient2,T1CE,original,SumAverage,4.568033292406334
HGG_Patient2,T1CE,original,SumEntropy,1.4132522159800749
HGG_Patient2,T1CE,original,SumSquares,0.21305206262408286
HGG_Patient2,T1CE,original,DependenceEntropy,5.160399583437179
HGG_Patient2,T1CE,original,DependenceNonUniformity,542.5603068072867
HGG_Patient2,T1CE,original,DependenceNonUniformityNormalized,0.0520192048712643
HGG_Patient2,T1CE,original,DependenceVariance,60.65376275567657
HGG_Patient2,T1CE,original,GrayLevelNonUniformity,5511.293767976989
HGG_Patient2,T1CE,original,GrayLevelVariance,0.2558359570124163
HGG_Patient2,T1CE,original,HighGrayLevelEmphasis,5.881783317353787
HGG_Patient2,T1CE,original,LargeDependenceEmphasis,330.1171620325983
HGG_Patient2,T1CE,original,LargeDependenceHighGrayLevelEmphasis,1537.201054650048
HGG_Patient2,T1CE,original,LargeDependenceLowGrayLevelEmphasis,76.51737693086184
HGG_Patient2,T1CE,original,LowGrayLevelEmphasis,0.20014299030574195
HGG_Patient2,T1CE,original,SmallDependenceEmphasis,0.026912655623689073
HGG_Patient2,T1CE,original,SmallDependenceHighGrayLevelEmphasis,0.24264627417340356
HGG_Patient2,T1CE,original,SmallDependenceLowGrayLevelEmphasis,0.004406291843473427
HGG_Patient2,T1CE,original,GrayLevelNonUniformity,2074.116681961877
HGG_Patient2,T1CE,original,GrayLevelNonUniformityNormalized,0.4888279299029564
HGG_Patient2,T1CE,original,GrayLevelVariance,0.29085338581098436
HGG_Patient2,T1CE,original,HighGrayLevelRunEmphasis,7.111775335429474
HGG_Patient2,T1CE,original,LongRunEmphasis,13.798669713945701
HGG_Patient2,T1CE,original,LongRunHighGrayLevelEmphasis,65.25310888355719
HGG_Patient2,T1CE,original,LongRunLowGrayLevelEmphasis,3.176677320413073
HGG_Patient2,T1CE,original,LowGrayLevelRunEmphasis,0.16939346401746255
HGG_Patient2,T1CE,original,RunEntropy,3.2167585278900863
HGG_Patient2,T1CE,original,RunLengthNonUniformity,1488.2881608498815
HGG_Patient2,T1CE,original,RunLengthNonUniformityNormalized,0.34651687812937737
HGG_Patient2,T1CE,original,RunPercentage,0.40710229367947487
HGG_Patient2,T1CE,original,RunVariance,7.5200773020788425
HGG_Patient2,T1CE,original,ShortRunEmphasis,0.6079923628709476
HGG_Patient2,T1CE,original,ShortRunHighGrayLevelEmphasis,4.779002384203935
HGG_Patient2,T1CE,original,ShortRunLowGrayLevelEmphasis,0.09251696695369557
HGG_Patient2,T1CE,original,GrayLevelNonUniformity,73.63478260869566
HGG_Patient2,T1CE,original,GrayLevelNonUniformityNormalized,0.32015122873345936
HGG_Patient2,T1CE,original,GrayLevelVariance,0.7338563327032136
HGG_Patient2,T1CE,original,HighGrayLevelZoneEmphasis,9.552173913043479
HGG_Patient2,T1CE,original,LargeAreaEmphasis,236160.59130434782
HGG_Patient2,T1CE,original,LargeAreaHighGrayLevelEmphasis,1212037.552173913
HGG_Patient2,T1CE,original,LargeAreaLowGrayLevelEmphasis,51612.721580917874
HGG_Patient2,T1CE,original,LowGrayLevelZoneEmphasis,0.17176207729468598
HGG_Patient2,T1CE,original,SizeZoneNonUniformity,94.22608695652174
HGG_Patient2,T1CE,original,SizeZoneNonUniformityNormalized,0.4096786389413989
HGG_Patient2,T1CE,original,SmallAreaEmphasis,0.6641656636479145
HGG_Patient2,T1CE,original,SmallAreaHighGrayLevelEmphasis,6.763916581479976
HGG_Patient2,T1CE,original,SmallAreaLowGrayLevelEmphasis,0.10933216205517751
HGG_Patient2,T1CE,original,ZoneEntropy,3.528431784056752
HGG_Patient2,T1CE,original,ZonePercentage,0.02205177372962608
HGG_Patient2,T1CE,original,ZoneVariance,234104.16597353498
HGG_Patient2,T1CE,original,Busyness,89.7009296609094
HGG_Patient2,T1CE,original,Coarseness,0.0007743425150240961
HGG_Patient2,T1CE,original,Complexity,3.114370217762174
HGG_Patient2,T1CE,original,Contrast,0.006850222080315327
HGG_Patient2,T1CE,original,Strength,0.009490159002901845
HGG_Patient2,T2,original,Elongation,0.9010504862555435
HGG_Patient2,T2,original,Flatness,0.5167008900744385
HGG_Patient2,T2,original,LeastAxisLength,18.348919627625524
HGG_Patient2,T2,original,MajorAxisLength,35.5116857355947
HGG_Patient2,T2,original,Maximum2DDiameterColumn,43.08131845707603
HGG_Patient2,T2,original,Maximum2DDiameterRow,45.34313619501854
HGG_Patient2,T2,original,Maximum2DDiameterSlice,43.41658669218482
HGG_Patient2,T2,original,Maximum3DDiameter,50.33885179461288
HGG_Patient2,T2,original,MeshVolume,10210.208333333334
HGG_Patient2,T2,original,MinorAxisLength,31.997821699811656
HGG_Patient2,T2,original,Sphericity,0.3242899475396682
HGG_Patient2,T2,original,SurfaceArea,7018.436481991044
HGG_Patient2,T2,original,SurfaceVolumeRatio,0.6873940523895001
HGG_Patient2,T2,original,VoxelVolume,10430.0
HGG_Patient2,T2,original,10Percentile,708.0
HGG_Patient2,T2,original,90Percentile,900.0
HGG_Patient2,T2,original,Energy,6818744028.0
HGG_Patient2,T2,original,Entropy,3.621887638445591
HGG_Patient2,T2,original,InterquartileRange,102.0
HGG_Patient2,T2,original,Kurtosis,7.869944081165853
HGG_Patient2,T2,original,Maximum,1009.0
HGG_Patient2,T2,original,MeanAbsoluteDeviation,60.75016337745405
HGG_Patient2,T2,original,Mean,804.7610738255033
HGG_Patient2,T2,original,Median,811.0
HGG_Patient2,T2,original,Minimum,16.0
HGG_Patient2,T2,original,Range,993.0
HGG_Patient2,T2,original,RobustMeanAbsoluteDeviation,42.5149127809193
HGG_Patient2,T2,original,RootMeanSquared,808.5558796684991
HGG_Patient2,T2,original,Skewness,-1.0226265428064558
HGG_Patient2,T2,original,TotalEnergy,6818744028.0
HGG_Patient2,T2,original,Uniformity,0.09466729297908073
HGG_Patient2,T2,original,Variance,6122.224601723216
HGG_Patient2,T2,original,Autocorrelation,1090.5195636482376
HGG_Patient2,T2,original,ClusterProminence,3335.370267193061
HGG_Patient2,T2,original,ClusterShade,-81.08930051882679
HGG_Patient2,T2,original,ClusterTendency,31.188488042343447
HGG_Patient2,T2,original,Contrast,4.231935919357788
HGG_Patient2,T2,original,Correlation,0.7609980598495183
HGG_Patient2,T2,original,DifferenceAverage,1.5148287686095658
HGG_Patient2,T2,original,DifferenceEntropy,2.2325133978706497
HGG_Patient2,T2,original,DifferenceVariance,1.8543616278031878
HGG_Patient2,T2,original,Id,0.5241777667073667
HGG_Patient2,T2,original,Idm,0.46780725310667925
HGG_Patient2,T2,original,Idmn,0.9975280486167625
HGG_Patient2,T2,original,Idn,0.9653447882633542
HGG_Patient2,T2,original,Imc1,-0.19696930811172944
HGG_Patient2,T2,original,Imc2,0.8528010355309802
HGG_Patient2,T2,original,InverseVariance,0.43293173490940995
HGG_Patient2,T2,original,JointAverage,32.92081161980784
HGG_Patient2,T2,original,JointEnergy,0.015505160024863969
HGG_Patient2,T2,original,JointEntropy,6.470506158190445
HGG_Patient2,T2,original,MCC,0.9307144460592324
HGG_Patient2,T2,original,MaximumProbability,0.03314165279412023
HGG_Patient2,T2,original,SumAverage,65.84162323961569
HGG_Patient2,T2,original,SumEntropy,4.491845307521998
HGG_Patient2,T2,original,SumSquares,8.855105990425308
HGG_Patient2,T2,original,DependenceEntropy,7.0603395809874225
HGG_Patient2,T2,original,DependenceNonUniformity,1055.5395973154361
HGG_Patient2,T2,original,DependenceNonUniformityNormalized,0.10120226244635055
HGG_Patient2,T2,original,DependenceVariance,8.892256958456551
HGG_Patient2,T2,original,GrayLevelNonUniformity,987.3798657718121
HGG_Patient2,T2,original,GrayLevelVariance,9.87524904651289
HGG_Patient2,T2,original,HighGrayLevelEmphasis,1080.037008628955
HGG_Patient2,T2,original,LargeDependenceEmphasis,41.3549376797699
HGG_Patient2,T2,original,LargeDependenceHighGrayLevelEmphasis,45806.74822627037
HGG_Patient2,T2,original,LargeDependenceLowGrayLevelEmphasis,0.03870093222676077
HGG_Patient2,T2,original,LowGrayLevelEmphasis,0.0010688631116259697
HGG_Patient2,T2,original,SmallDependenceEmphasis,0.10126018857163797
HGG_Patient2,T2,original,SmallDependenceHighGrayLevelEmphasis,103.0767931323337
HGG_Patient2,T2,original,SmallDependenceLowGrayLevelEmphasis,0.00021329614649541245
HGG_Patient2,T2,original,GrayLevelNonUniformity,805.8181539608934
HGG_Patient2,T2,original,GrayLevelNonUniformityNormalized,0.09428898401865732
HGG_Patient2,T2,original,GrayLevelVariance,10.155047813596797
HGG_Patient2,T2,original,HighGrayLevelRunEmphasis,1075.8854572880307
HGG_Patient2,T2,original,LongRunEmphasis,1.8120439885756263
HGG_Patient2,T2,original,LongRunHighGrayLevelEmphasis,1970.022227313658
HGG_Patient2,T2,original,LongRunLowGrayLevelEmphasis,0.0018596929390507807
HGG_Patient2,T2,original,LowGrayLevelRunEmphasis,0.0010977109605624818
HGG_Patient2,T2,original,RunEntropy,4.450962544389577
HGG_Patient2,T2,original,RunLengthNonUniformity,6025.4829363541485
HGG_Patient2,T2,original,RunLengthNonUniformityNormalized,0.7008597205111285
HGG_Patient2,T2,original,RunPercentage,0.8193229589202743
HGG_Patient2,T2,original,RunVariance,0.3013277179223499
HGG_Patient2,T2,original,ShortRunEmphasis,0.8616513395724799
HGG_Patient2,T2,original,ShortRunHighGrayLevelEmphasis,924.3289056548133
HGG_Patient2,T2,original,ShortRunLowGrayLevelEmphasis,0.0009670503801293815
HGG_Patient2,T2,original,GrayLevelNonUniformity,72.22635494155153
HGG_Patient2,T2,original,GrayLevelNonUniformityNormalized,0.07675489366796126
HGG_Patient2,T2,original,GrayLevelVariance,22.46705237040659
HGG_Patient2,T2,original,HighGrayLevelZoneEmphasis,997.884165781084
HGG_Patient2,T2,original,LargeAreaEmphasis,4242.7715196599365
HGG_Patient2,T2,original,LargeAreaHighGrayLevelEmphasis,4752780.811902232
HGG_Patient2,T2,original,LargeAreaLowGrayLevelEmphasis,3.8431916364039638
HGG_Patient2,T2,original,LowGrayLevelZoneEmphasis,0.0022681295243928163
HGG_Patient2,T2,original,SizeZoneNonUniformity,264.6684378320935
